# %ECSV 0.9
# ---
# datatype:
# - {name: lambda, unit: nm, datatype: float64}
# - {name: theta, unit: degree, datatype: float64}
# - {name: o0, datatype: float64}
# - {name: o1, datatype: float64}
# - {name: o2, datatype: float64}
# - {name: o3, datatype: float64}
# - {name: o4, datatype: float64}
# - {name: o5, datatype: float64}
# - {name: o6, datatype: float64}
# - {name: o7, datatype: float64}
# - {name: o8, datatype: float64}
# - {name: o9, datatype: float64}
# - {name: o10, datatype: float64}
# - {name: o11, datatype: float64}
# - {name: o12, datatype: float64}
# meta: !!omap
# - keywords: !!omap
#   - {Author: Ralf Heilmann}
#   - {ORIGFILE: Si_4um_deep_30pct_dc.xlsx}
#   - {Description: Calculated grating efficiencies}
#   - {Grating: Si 4 my deep}
lambda theta o0 o1 o2 o3 o4 o5 o6 o7 o8 o9 o10 o11 o12
4.65 1.8 0.019421937 0.0702398081 0.110056164 0.24201066 0.029263035 0.0004287466 0.0002065721 9.65E-06 2.83E-05 1.57E-05 1.39E-06 1.19E-06 2.47E-06
4.65 1.85 0.0131407292 0.0695894147 0.0899969769 0.254008563 0.0375098303 0.0005527151 0.0001887993 1.65E-05 3.51E-05 1.50E-05 5.78E-07 1.75E-06 2.66E-06
4.65 1.9 0.0082554197 0.0683553956 0.071254602 0.262851771 0.0470480167 0.0007120618 0.0001826572 3.04E-05 4.19E-05 1.39E-05 1.16E-07 2.44E-06 2.78E-06
4.65 1.95 0.0048162775 0.0663291646 0.0543184581 0.268239382 0.0578335371 0.0009155426 0.0001954777 5.18E-05 4.82E-05 1.26E-05 6.41E-08 3.28E-06 2.86E-06
4.65 2 0.0028056452 0.0633880493 0.0395641089 0.269986242 0.0697702857 0.001177405 0.0002343997 8.04E-05 5.38E-05 1.14E-05 5.05E-07 4.27E-06 2.90E-06
4.65 2.05 0.0021421893 0.059497638 0.0272419026 0.268032204 0.0827081545 0.0015179631 0.0003059644 0.0001158214 5.86E-05 1.03E-05 1.53E-06 5.33E-06 2.85E-06
4.65 2.1 0.002688981 0.0547083139 0.0174730488 0.262445239 0.0964436618 0.0019636108 0.0004157877 0.0001574255 6.24E-05 9.56E-06 3.17E-06 6.32E-06 2.71E-06
4.65 2.15 0.0042646712 0.0491463219 0.0102529577 0.253417885 0.110723713 0.002546231 0.0005683451 0.0002039499 6.52E-05 9.51E-06 5.34E-06 7.13E-06 2.53E-06
4.65 2.2 0.0066567809 0.0430001683 0.0054610985 0.241257594 0.125252456 0.00330204 0.0007668657 0.000253683 6.73E-05 1.05E-05 7.90E-06 7.78E-06 2.38E-06
4.65 2.25 0.0096361653 0.0365038505 0.0028763554 0.226372129 0.139700494 0.0042699112 0.0010132889 0.0003044417 6.90E-05 1.27E-05 1.07E-05 8.30E-06 2.31E-06
4.65 2.3 0.0129719372 0.0299183385 0.0021966955 0.2092515 0.153715563 0.0054893425 0.00130825 0.00035365 7.08E-05 1.64E-05 1.36E-05 8.73E-06 2.35E-06
4.65 2.35 0.0164458309 0.0235120511 0.0030618469 0.190446898 0.16693467 0.0069983018 0.0016510398 0.0003985352 7.33E-05 2.16E-05 1.66E-05 9.02E-06 2.50E-06
4.65 2.4 0.0198645657 0.0175415453 0.0050776921 0.170546845 0.1789977 0.008831044 0.0020394741 0.0004365053 7.73E-05 2.82E-05 1.95E-05 9.15E-06 2.78E-06
4.65 2.45 0.0230689686 0.0122340971 0.0078409961 0.150151573 0.189561888 0.0110158228 0.0024696511 0.0004656681 8.35E-05 3.63E-05 2.24E-05 9.14E-06 3.19E-06
4.65 2.5 0.0259392714 0.0077736168 0.0109629691 0.12984664 0.198316888 0.0135724293 0.0029357421 0.0004853727 9.28E-05 4.54E-05 2.48E-05 9.12E-06 3.78E-06
4.65 2.55 0.0283969636 0.0042909697 0.0140900742 0.110177771 0.204999061 0.0165097417 0.0034300129 0.0004965753 0.0001058963 5.53E-05 2.67E-05 9.19E-06 4.57E-06
4.65 2.6 0.0304038598 0.0018588695 0.0169208033 0.0916290045 0.209403577 0.0198234745 0.0039431018 0.0005018839 0.0001232372 6.53E-05 2.80E-05 9.41E-06 5.55E-06
4.65 2.65 0.0319587264 0.0004909718 0.0192177441 0.0746051012 0.211393897 0.0234943102 0.0044644926 0.0005052955 0.0001450546 7.49E-05 2.85E-05 9.79E-06 6.66E-06
4.65 2.7 0.0330922122 0.0001448554 0.0208146439 0.0594190815 0.210908009 0.027486601 0.0049831426 0.0005116819 0.0001713532 8.37E-05 2.85E-05 1.03E-05 7.80E-06
4.65 2.75 0.0338607098 0.0007283398 0.021618553 0.0462851236 0.207961474 0.0317477331 0.0054882194 0.0005261496 0.0002019581 9.17E-05 2.82E-05 1.11E-05 8.89E-06
4.65 2.8 0.0343395345 0.0021084359 0.0216072762 0.0353168929 0.202646562 0.0362082403 0.0059698694 0.000553395 0.0002365287 9.86E-05 2.78E-05 1.21E-05 9.97E-06
4.7 0.8 0.150676369 0.302412004 0.0817492857 0.0125636855 0.0007914696 0.0013801016 7.81E-05 7.78E-06 2.94E-05 1.30E-05 3.84E-07 1.90E-06 2.60E-06
4.7 0.85 0.143443055 0.290860868 0.101166093 0.0114768763 0.0009854655 0.0014747699 5.92E-05 1.46E-05 3.41E-05 1.22E-05 1.54E-07 2.52E-06 2.65E-06
4.7 0.9 0.137857741 0.276232144 0.121566065 0.0109606325 0.0011699042 0.0015396786 4.03E-05 2.36E-05 3.81E-05 1.09E-05 1.40E-07 3.15E-06 2.67E-06
4.7 0.95 0.133575191 0.259091362 0.142342518 0.0112911806 0.0013285296 0.0015713569 2.32E-05 3.47E-05 4.09E-05 9.21E-06 3.41E-07 3.75E-06 2.60E-06
4.7 1 0.130201984 0.240084068 0.162833934 0.0127511885 0.0014459836 0.0015681295 9.73E-06 4.72E-05 4.21E-05 7.41E-06 7.46E-07 4.28E-06 2.40E-06
4.7 1.05 0.127325537 0.219902455 0.182352702 0.0156148117 0.0015105291 0.0015302681 1.91E-06 6.03E-05 4.15E-05 5.69E-06 1.36E-06 4.70E-06 2.11E-06
4.7 1.1 0.124541993 0.19925022 0.200216752 0.0201317196 0.0015170779 0.0014600618 1.62E-06 7.31E-05 3.93E-05 4.22E-06 2.17E-06 4.97E-06 1.81E-06
4.7 1.15 0.121481829 0.178807664 0.215782263 0.026510767 0.0014702879 0.0013617591 1.03E-05 8.44E-05 3.59E-05 3.09E-06 3.14E-06 5.07E-06 1.53E-06
4.7 1.2 0.117831995 0.159199113 0.228475112 0.0349041324 0.0013875057 0.001241321 2.84E-05 9.30E-05 3.17E-05 2.35E-06 4.14E-06 4.98E-06 1.23E-06
4.7 1.25 0.113353296 0.140964435 0.237819046 0.0453930604 0.0013013177 0.0011060041 5.55E-05 9.80E-05 2.70E-05 2.06E-06 5.07E-06 4.73E-06 9.44E-07
4.7 1.3 0.107891936 0.124536423 0.243459214 0.0579763387 0.0012614384 0.0009638463 8.99E-05 9.90E-05 2.21E-05 2.29E-06 5.89E-06 4.34E-06 7.09E-07
4.7 1.35 0.101384971 0.110225083 0.24517984 0.0725622742 0.0013357349 0.0008231183 0.0001289837 9.57E-05 1.74E-05 3.12E-06 6.58E-06 3.85E-06 5.75E-07
4.7 1.4 0.0938597039 0.0982094357 0.242915034 0.0889648284 0.001610231 0.000691805 0.0001694051 8.87E-05 1.32E-05 4.51E-06 7.07E-06 3.25E-06 5.31E-07
4.7 1.45 0.0854274202 0.0885370024 0.236752054 0.106904307 0.0021879862 0.0005771554 0.0002076894 7.85E-05 1.00E-05 6.29E-06 7.30E-06 2.60E-06 5.54E-07
4.7 1.5 0.0762719769 0.0811306988 0.226926938 0.126013039 0.0031867152 0.0004853125 0.0002405538 6.61E-05 8.19E-06 8.21E-06 7.17E-06 1.95E-06 6.58E-07
4.7 1.55 0.0666344336 0.0758023422 0.213812644 0.145846037 0.0047350812 0.000421036 0.0002652663 5.25E-05 7.81E-06 1.01E-05 6.70E-06 1.39E-06 8.68E-07
4.7 1.6 0.0567952537 0.0722715797 0.19790047 0.165895968 0.0069677107 0.0003875354 0.0002799092 3.86E-05 8.93E-06 1.18E-05 5.96E-06 9.69E-07 1.16E-06
4.7 1.65 0.0470549496 0.0701891239 0.179775789 0.18561219 0.0100189169 0.0003864412 0.0002836169 2.57E-05 1.15E-05 1.35E-05 5.03E-06 6.85E-07 1.49E-06
4.7 1.7 0.0377144033 0.0691628371 0.160089332 0.204423275 0.0140152903 0.000417968 0.000276817 1.53E-05 1.55E-05 1.49E-05 3.99E-06 5.64E-07 1.82E-06
4.7 1.75 0.0290565212 0.068784637 0.13952545 0.221761586 0.0190676457 0.0004813457 0.0002614273 8.77E-06 2.08E-05 1.61E-05 2.89E-06 6.57E-07 2.16E-06
4.7 1.8 0.021330421 0.0686563175 0.118769452 0.23708806 0.0252630324 0.0005755787 0.000240914 7.80E-06 2.71E-05 1.67E-05 1.80E-06 1.00E-06 2.49E-06
4.7 1.85 0.0147386792 0.068412798 0.0984763273 0.249915531 0.0326574544 0.000700525 0.0002201417 1.36E-05 3.39E-05 1.66E-05 8.91E-07 1.57E-06 2.78E-06
4.7 1.9 0.0094279795 0.0677415761 0.0792425698 0.259829291 0.0412697402 0.000858179 0.000205032 2.69E-05 4.08E-05 1.59E-05 2.91E-07 2.29E-06 2.98E-06
4.7 1.95 0.0054833208 0.066397775 0.0615821401 0.266504441 0.0510765301 0.0010539381 0.0002021158 4.80E-05 4.74E-05 1.48E-05 9.74E-08 3.10E-06 3.09E-06
4.7 2 0.0029258697 0.0642145818 0.0459074194 0.269719902 0.0620083231 0.001297635 0.0002180757 7.67E-05 5.35E-05 1.35E-05 3.58E-07 4.01E-06 3.13E-06
4.7 2.05 0.0017145794 0.0611086344 0.0325160238 0.269368593 0.0739468332 0.0016042146 0.0002593499 0.0001126657 5.91E-05 1.23E-05 1.11E-06 5.02E-06 3.13E-06
4.7 2.1 0.0017515195 0.0570797174 0.0215839757 0.265462601 0.0867244391 0.0019939964 0.0003318146 0.0001548959 6.40E-05 1.14E-05 2.40E-06 6.09E-06 3.09E-06
4.7 2.15 0.0028904362 0.0522051848 0.0131655958 0.258132565 0.100126266 0.002492447 0.0004405563 0.0002021783 6.83E-05 1.11E-05 4.23E-06 7.11E-06 3.00E-06
4.7 2.2 0.0049478447 0.046629863 0.007199785 0.247621371 0.113894879 0.0031294459 0.000589741 0.000252851 7.21E-05 1.18E-05 6.56E-06 7.97E-06 2.88E-06
4.7 2.25 0.0077159293 0.0405522265 0.0035217901 0.234273083 0.127737299 0.0039381083 0.0007825594 0.0003048291 7.54E-05 1.35E-05 9.27E-06 8.62E-06 2.76E-06
4.7 2.3 0.0109764501 0.0342077079 0.0018794624 0.218518207 0.141334015 0.0049533207 0.0010211834 0.0003556744 7.85E-05 1.66E-05 1.22E-05 9.09E-06 2.71E-06
4.7 2.35 0.0145144626 0.0278502227 0.001953084 0.200855697 0.154349489 0.0062100973 0.0013066035 0.0004027709 8.19E-05 2.09E-05 1.52E-05 9.46E-06 2.77E-06
4.7 2.4 0.0181305571 0.0217334699 0.0033776778 0.181831771 0.166444085 0.0077417061 0.001638304 0.0004436235 8.62E-05 2.65E-05 1.81E-05 9.76E-06 2.99E-06
4.7 2.45 0.0216507455 0.0160936296 0.0057664675 0.16201622 0.177287422 0.0095775389 0.0020139081 0.000476267 9.21E-05 3.32E-05 2.08E-05 9.97E-06 3.35E-06
4.7 2.5 0.0249334581 0.011134651 0.0087339139 0.141977563 0.186572459 0.0117408201 0.0024289433 0.0004997296 0.0001005129 4.08E-05 2.33E-05 1.01E-05 3.83E-06
4.7 2.55 0.0278734429 0.0070169696 0.0119167658 0.122258803 0.194029009 0.0142463091 0.0028768097 0.0005144201 0.000112184 4.90E-05 2.54E-05 1.01E-05 4.42E-06
4.7 2.6 0.0304028575 0.0038500595 0.0149919389 0.103355569 0.199435612 0.0170981563 0.0033489745 0.0005222838 0.0001276232 5.78E-05 2.71E-05 1.02E-05 5.13E-06
4.7 2.65 0.0324901604 0.0016889049 0.0176904892 0.0856979399 0.202629326 0.020288031 0.0038353835 0.0005266539 0.0001470975 6.66E-05 2.81E-05 1.03E-05 6.00E-06
4.7 2.7 0.034137027 0.0005341989 0.0198071755 0.069636363 0.203513028 0.0237936274 0.0043250402 0.0005318525 0.0001706301 7.51E-05 2.86E-05 1.07E-05 7.03E-06
4.7 2.75 0.035373667 0.0003359511 0.0212053017 0.0554319842 0.202059921 0.0275776168 0.0048067289 0.0005426444 0.00019806 8.31E-05 2.86E-05 1.13E-05 8.14E-06
4.7 2.8 0.0362531939 0.0009999391 0.0218170403 0.0432520278 0.198314795 0.0315871959 0.0052697797 0.0005636453 0.0002290987 9.02E-05 2.82E-05 1.22E-05 9.20E-06
4.75 0.8 0.146434607 0.305943097 0.0793030604 0.0128422069 0.0006621118 0.0011978476 9.49E-05 5.22E-06 2.64E-05 1.27E-05 5.62E-07 1.55E-06 2.50E-06
4.75 0.85 0.138617687 0.294951425 0.0983822136 0.0118774102 0.0008191487 0.0012996269 7.49E-05 1.06E-05 3.07E-05 1.20E-05 2.34E-07 2.11E-06 2.57E-06
4.75 0.9 0.1325617 0.280809713 0.118505769 0.0114410033 0.0009672175 0.0013783437 5.43E-05 1.79E-05 3.46E-05 1.10E-05 9.95E-08 2.69E-06 2.54E-06
4.75 0.95 0.127950478 0.264050487 0.139098896 0.011790576 0.0010927232 0.0014302197 3.48E-05 2.72E-05 3.76E-05 9.57E-06 1.96E-07 3.26E-06 2.45E-06
4.75 1 0.124412725 0.245291279 0.159529916 0.0131917853 0.0011825338 0.0014527413 1.82E-05 3.81E-05 3.93E-05 7.91E-06 5.09E-07 3.78E-06 2.32E-06
4.75 1.05 0.121549287 0.225203284 0.179137124 0.0159049535 0.0012261666 0.0014449068 6.70E-06 5.00E-05 3.93E-05 6.16E-06 1.01E-06 4.20E-06 2.12E-06
4.75 1.1 0.118960447 0.204477221 0.197258462 0.0201701836 0.0012184397 0.0014074575 2.10E-06 6.20E-05 3.77E-05 4.56E-06 1.68E-06 4.49E-06 1.83E-06
4.75 1.15 0.116271208 0.183789302 0.213262074 0.0261920831 0.0011623091 0.0013429818 6.06E-06 7.32E-05 3.48E-05 3.30E-06 2.51E-06 4.62E-06 1.51E-06
4.75 1.2 0.113153277 0.163769504 0.226575873 0.0341250699 0.0010716003 0.0012558354 1.95E-05 8.23E-05 3.10E-05 2.47E-06 3.47E-06 4.60E-06 1.22E-06
4.75 1.25 0.109342966 0.144973357 0.236715033 0.0440599555 0.0009734188 0.0011519066 4.24E-05 8.84E-05 2.66E-05 2.10E-06 4.46E-06 4.43E-06 9.68E-07
4.75 1.3 0.104654321 0.127858811 0.243305588 0.0560125153 0.000910036 0.0010382112 7.35E-05 9.10E-05 2.20E-05 2.23E-06 5.36E-06 4.11E-06 7.45E-07
4.75 1.35 0.0989866456 0.112769379 0.246102473 0.0699150399 0.0009400679 0.000922361 0.0001107185 8.95E-05 1.76E-05 2.88E-06 6.07E-06 3.67E-06 5.72E-07
4.75 1.4 0.0923259252 0.0999241207 0.245001353 0.0856118094 0.001138761 0.0008120131 0.0001509284 8.43E-05 1.35E-05 4.08E-06 6.56E-06 3.13E-06 4.97E-07
4.75 1.45 0.0847407125 0.0894147534 0.240043666 0.1028589 0.0015972555 0.0007143702 0.0001907471 7.56E-05 1.01E-05 5.77E-06 6.81E-06 2.55E-06 5.35E-07
4.75 1.5 0.0763734136 0.0812098012 0.231414595 0.121328294 0.00242075 0.000635757 0.000226827 6.44E-05 7.93E-06 7.76E-06 6.80E-06 1.95E-06 6.57E-07
4.75 1.55 0.0674276494 0.0751652991 0.219434086 0.140616282 0.0037255251 0.0005813006 0.0002562539 5.16E-05 7.22E-06 9.83E-06 6.51E-06 1.39E-06 8.37E-07
4.75 1.6 0.0581524329 0.0710411139 0.204541392 0.160256247 0.0056347994 0.0005547327 0.0002768206 3.82E-05 8.12E-06 1.17E-05 5.93E-06 9.42E-07 1.09E-06
4.75 1.65 0.0488244823 0.0685215712 0.187273759 0.17973546 0.0082734176 0.0005583198 0.00028723 2.56E-05 1.06E-05 1.34E-05 5.12E-06 6.48E-07 1.42E-06
4.75 1.7 0.0397301473 0.0672390914 0.168240346 0.198515029 0.0117615442 0.0005929467 0.0002872616 1.50E-05 1.45E-05 1.48E-05 4.16E-06 5.30E-07 1.79E-06
4.75 1.75 0.0311480923 0.0667992274 0.148093419 0.216051596 0.0162076529 0.0006584108 0.0002778951 7.85E-06 1.95E-05 1.60E-05 3.15E-06 5.88E-07 2.15E-06
4.75 1.8 0.0233333646 0.0668056393 0.127498094 0.231820162 0.0217011182 0.0007539584 0.0002613958 5.73E-06 2.56E-05 1.69E-05 2.15E-06 8.39E-07 2.47E-06
4.75 1.85 0.0165038109 0.0668834723 0.107102046 0.245336662 0.0283050924 0.0008790749 0.000241309 1.00E-05 3.23E-05 1.74E-05 1.25E-06 1.31E-06 2.78E-06
4.75 1.9 0.0108294982 0.0666997186 0.0875073107 0.256178621 0.0360502874 0.0010344964 0.0002223065 2.18E-05 3.93E-05 1.73E-05 5.78E-07 2.00E-06 3.05E-06
4.75 1.95 0.006425399 0.0659795649 0.0692457363 0.264003145 0.044929903 0.0012233309 0.0002098948 4.15E-05 4.64E-05 1.66E-05 2.45E-07 2.85E-06 3.26E-06
4.75 2 0.003347574 0.0645181844 0.0527592638 0.268561123 0.0548958942 0.0014521287 0.0002100366 6.92E-05 5.31E-05 1.56E-05 3.36E-07 3.78E-06 3.36E-06
4.75 2.05 0.0015927995 0.0621878015 0.0383856484 0.269707039 0.0658566384 0.0017317 0.0002287609 0.0001041572 5.95E-05 1.44E-05 8.76E-07 4.74E-06 3.39E-06
4.75 2.1 0.0011013987 0.0589400902 0.0263498099 0.267404503 0.0776760028 0.0020775323 0.0002718309 0.0001454882 6.54E-05 1.35E-05 1.87E-06 5.74E-06 3.37E-06
4.75 2.15 0.0017630984 0.0548040452 0.0167609631 0.261727571 0.0901740903 0.0025097467 0.0003445126 0.0001919019 7.09E-05 1.30E-05 3.34E-06 6.78E-06 3.34E-06
4.75 2.2 0.0034257508 0.049879343 0.0096154483 0.252857966 0.103129968 0.0030526723 0.0004514641 0.0002418192 7.60E-05 1.34E-05 5.30E-06 7.81E-06 3.30E-06
4.75 2.25 0.0059064476 0.044325349 0.0048048821 0.241078047 0.116286457 0.0037341274 0.0005966786 0.0002933296 8.07E-05 1.47E-05 7.74E-06 8.72E-06 3.24E-06
4.75 2.3 0.009004092 0.0383465702 0.0021290562 0.226759483 0.129357021 0.0045844344 0.0007833781 0.0003442064 8.52E-05 1.71E-05 1.05E-05 9.42E-06 3.18E-06
4.75 2.35 0.0125122288 0.0321758075 0.0013128725 0.210347612 0.142034878 0.0056351476 0.0010137966 0.0003920399 8.97E-05 2.07E-05 1.35E-05 9.92E-06 3.17E-06
4.75 2.4 0.0162310476 0.0260566025 0.0020263103 0.192342452 0.15400397 0.0069174659 0.0012888446 0.0004345022 9.47E-05 2.54E-05 1.65E-05 1.03E-05 3.27E-06
4.75 2.45 0.019977648 0.0202263611 0.0039061633 0.173277304 0.164951037 0.0084603694 0.0016077025 0.000469705 0.0001008127 3.10E-05 1.92E-05 1.06E-05 3.50E-06
4.75 2.5 0.0235940243 0.0149013296 0.0065780529 0.153695898 0.174578174 0.0102885943 0.0019674849 0.0004965824 0.000108783 3.74E-05 2.17E-05 1.08E-05 3.87E-06
4.75 2.55 0.02695268 0.0102642579 0.0096772756 0.134129927 0.182614964 0.0124205583 0.0023630724 0.0005151879 0.0001193535 4.43E-05 2.40E-05 1.10E-05 4.37E-06
4.75 2.6 0.0299597781 0.0064551396 0.0128673606 0.115077891 0.188830034 0.0148663189 0.0027871797 0.0005268549 0.0001330834 5.17E-05 2.59E-05 1.11E-05 4.96E-06
4.75 2.65 0.0325558615 0.0035653772 0.0158553965 0.0969861367 0.193041446 0.0176257082 0.0032306985 0.0005341764 0.0001502917 5.95E-05 2.74E-05 1.12E-05 5.65E-06
4.75 2.7 0.0347145001 0.00163552 0.0184034899 0.080233411 0.195124677 0.0206867611 0.0036832325 0.0005407601 0.0001710496 6.75E-05 2.84E-05 1.13E-05 6.43E-06
4.75 2.75 0.0364392793 0.0006563639 0.0203360309 0.0651196107 0.195017911 0.0240244599 0.0041337315 0.0005507934 0.0001952229 7.53E-05 2.89E-05 1.17E-05 7.31E-06
4.75 2.8 0.0377595862 0.0005729665 0.0215426991 0.0518588944 0.192724611 0.0275999641 0.0045712146 0.0005685275 0.0002225376 8.27E-05 2.90E-05 1.24E-05 8.28E-06
4.8 0.8 0.142835949 0.308803075 0.0770325662 0.0129928829 0.0005841861 0.0010119534 0.0001075827 3.22E-06 2.34E-05 1.23E-05 7.12E-07 1.23E-06 2.25E-06
4.8 0.85 0.134397293 0.298397823 0.0957597125 0.0121527106 0.0007147477 0.0011147161 8.74E-05 7.22E-06 2.72E-05 1.17E-05 3.59E-07 1.71E-06 2.38E-06
4.8 0.9 0.127817185 0.284785335 0.115580632 0.0118056501 0.0008358248 0.0012006483 6.61E-05 1.30E-05 3.07E-05 1.08E-05 1.35E-07 2.24E-06 2.43E-06
4.8 0.95 0.122809801 0.268465324 0.135951911 0.0121914415 0.0009357536 0.0012660532 4.54E-05 2.05E-05 3.35E-05 9.62E-06 1.03E-07 2.77E-06 2.36E-06
4.8 1 0.1190284 0.250025533 0.156272403 0.0135587154 0.0010031915 0.0013081345 2.71E-05 2.95E-05 3.54E-05 8.14E-06 3.00E-07 3.26E-06 2.19E-06
4.8 1.05 0.116090566 0.230112584 0.17590785 0.0161531321 0.0010288924 0.0013252235 1.31E-05 3.96E-05 3.60E-05 6.52E-06 7.08E-07 3.66E-06 2.00E-06
4.8 1.1 0.113604099 0.209400326 0.194218077 0.0202040378 0.0010078768 0.0013170086 5.21E-06 5.02E-05 3.52E-05 4.92E-06 1.28E-06 3.96E-06 1.79E-06
4.8 1.15 0.111191912 0.188557263 0.210585574 0.0259103539 0.00094189 0.0012847401 5.14E-06 6.04E-05 3.31E-05 3.56E-06 1.99E-06 4.14E-06 1.53E-06
4.8 1.2 0.108514456 0.168215108 0.224443761 0.0334266064 0.0008419459 0.001231326 1.40E-05 6.92E-05 2.99E-05 2.60E-06 2.81E-06 4.18E-06 1.23E-06
4.8 1.25 0.105288247 0.148940724 0.235303357 0.0428501056 0.0007306516 0.001161243 3.20E-05 7.58E-05 2.60E-05 2.12E-06 3.71E-06 4.06E-06 9.52E-07
4.8 1.3 0.101299565 0.131212948 0.242775382 0.054210133 0.000644048 0.0010802477 5.85E-05 7.93E-05 2.19E-05 2.13E-06 4.60E-06 3.79E-06 7.46E-07
4.8 1.35 0.0964132094 0.115404864 0.246589559 0.0674596671 0.0006328381 0.000994951 9.19E-05 7.94E-05 1.77E-05 2.64E-06 5.38E-06 3.40E-06 6.04E-07
4.8 1.4 0.0905762323 0.101772073 0.246607226 0.0824701944 0.0007628823 0.000912315 0.000129462 7.60E-05 1.38E-05 3.64E-06 5.95E-06 2.93E-06 5.16E-07
4.8 1.45 0.0838165287 0.090447769 0.242827975 0.0990301732 0.0011148094 0.0008391139 0.0001682272 6.93E-05 1.05E-05 5.11E-06 6.26E-06 2.41E-06 5.03E-07
4.8 1.5 0.0762363387 0.0814445083 0.23538965 0.116847752 0.0017826332 0.0007814616 0.0002049478 5.99E-05 8.01E-06 6.99E-06 6.33E-06 1.87E-06 5.99E-07
4.8 1.55 0.0680014984 0.074662215 0.224561723 0.135557884 0.0028713114 0.0007444607 0.0002366609 4.87E-05 6.86E-06 9.10E-06 6.16E-06 1.37E-06 7.93E-07
4.8 1.6 0.059327823 0.0699018267 0.210732383 0.15473327 0.0044932554 0.0007319655 0.0002609769 3.65E-05 7.29E-06 1.12E-05 5.77E-06 9.38E-07 1.05E-06
4.8 1.65 0.0504655586 0.0668834235 0.194390155 0.17389881 0.0067638311 0.0007464801 0.0002762931 2.46E-05 9.39E-06 1.32E-05 5.14E-06 6.20E-07 1.33E-06
4.8 1.7 0.0416828836 0.0652675411 0.176100914 0.192549048 0.0097959433 0.0007892168 0.0002819271 1.42E-05 1.30E-05 1.48E-05 4.32E-06 4.65E-07 1.67E-06
4.8 1.75 0.0332494842 0.0646783685 0.156481545 0.210167712 0.0136939214 0.0008603231 0.000278201 6.83E-06 1.79E-05 1.61E-05 3.38E-06 4.98E-07 2.06E-06
4.8 1.8 0.0254210226 0.0647274732 0.136171708 0.226248455 0.0185470098 0.0009592895 0.0002664992 3.79E-06 2.38E-05 1.70E-05 2.43E-06 7.18E-07 2.45E-06
4.8 1.85 0.0184252952 0.065036591 0.115805284 0.24031582 0.024422833 0.0010855524 0.000249293 6.51E-06 3.05E-05 1.77E-05 1.57E-06 1.12E-06 2.79E-06
4.8 1.9 0.0124507403 0.0652582706 0.095983219 0.251945262 0.0313612447 0.0012392818 0.0002300933 1.62E-05 3.77E-05 1.80E-05 8.96E-07 1.71E-06 3.07E-06
4.8 1.95 0.0076378168 0.0650932868 0.0772489244 0.260781283 0.0393690208 0.001422286 0.0002133048 3.35E-05 4.52E-05 1.79E-05 4.79E-07 2.48E-06 3.31E-06
4.8 2 0.0040736309 0.0643039219 0.0600676112 0.26655222 0.0484159211 0.001638942 0.0002039699 5.87E-05 5.27E-05 1.74E-05 4.07E-07 3.41E-06 3.51E-06
4.8 2.05 0.001789754 0.0627227843 0.0448107624 0.269080418 0.0584324619 0.0018969974 0.0002074297 9.12E-05 6.01E-05 1.66E-05 7.37E-07 4.43E-06 3.65E-06
4.8 2.1 0.0007629213 0.0602573902 0.0317461085 0.26828816 0.069309102 0.0022081001 0.0002290078 0.0001302052 6.70E-05 1.58E-05 1.49E-06 5.46E-06 3.71E-06
4.8 2.15 0.0009185818 0.0568906327 0.0210327914 0.264200212 0.0808965242 0.0025879883 0.0002738051 0.0001742708 7.36E-05 1.53E-05 2.68E-06 6.47E-06 3.70E-06
4.8 2.2 0.0021373322 0.0526768813 0.012721425 0.256942977 0.0930070548 0.0030563503 0.0003465891 0.0002218957 7.98E-05 1.53E-05 4.31E-06 7.49E-06 3.65E-06
4.8 2.25 0.0042639091 0.0477338509 0.0067588883 0.246740315 0.105417601 0.0036363887 0.0004517149 0.0002713408 8.56E-05 1.62E-05 6.39E-06 8.49E-06 3.61E-06
4.8 2.3 0.0071181026 0.0422307395 0.0029978426 0.233905687 0.117874638 0.0043541314 0.0005930018 0.000320656 9.12E-05 1.79E-05 8.88E-06 9.42E-06 3.60E-06
4.8 2.35 0.0105065205 0.036373556 0.0012106973 0.218829672 0.130101638 0.0052374648 0.0007735002 0.000367743 9.67E-05 2.07E-05 1.17E-05 1.02E-05 3.62E-06
4.8 2.4 0.0142340709 0.0303890951 0.0011071003 0.20196335 0.141808498 0.0063148697 0.0009951618 0.0004105452 0.0001024074 2.45E-05 1.46E-05 1.08E-05 3.67E-06
4.8 2.45 0.0181143474 0.024508899 0.002353614 0.183799141 0.152702136 0.0076138788 0.0012584491 0.0004473309 0.0001088969 2.92E-05 1.74E-05 1.11E-05 3.79E-06
4.8 2.5 0.0219783804 0.0189542359 0.0045942778 0.164850228 0.162497811 0.0091593147 0.0015619648 0.0004770096 0.000116721 3.46E-05 2.00E-05 1.14E-05 4.00E-06
4.8 2.55 0.0256814107 0.0139229635 0.0074708152 0.145629588 0.170930553 0.0109714229 0.0019021925 0.0004994065 0.0001264813 4.05E-05 2.23E-05 1.16E-05 4.33E-06
4.8 2.6 0.0291075244 0.009578945 0.0106413338 0.126629784 0.17776598 0.0130640121 0.0022734186 0.0005154148 0.0001386881 4.69E-05 2.44E-05 1.19E-05 4.81E-06
