# %ECSV 0.9
# ---
# datatype:
# - {name: lambda, unit: nm, datatype: float64}
# - {name: theta, unit: degree, datatype: float64}
# - {name: o0, datatype: float64}
# - {name: o1, datatype: float64}
# - {name: o2, datatype: float64}
# - {name: o3, datatype: float64}
# - {name: o4, datatype: float64}
# - {name: o5, datatype: float64}
# - {name: o6, datatype: float64}
# - {name: o7, datatype: float64}
# - {name: o8, datatype: float64}
# - {name: o9, datatype: float64}
# - {name: o10, datatype: float64}
# - {name: o11, datatype: float64}
# - {name: o12, datatype: float64}
# meta: !!omap
# - keywords: !!omap
#   - {Author: Ralf Heilmann}
#   - {ORIGFILE: Si_4um_deep_30pct_dc.xlsx}
#   - {Description: Calculated grating efficiencies}
#   - {Grating: Si 4 my deep}
lambda theta o0 o1 o2 o3 o4 o5 o6 o7 o8 o9 o10 o11 o12
1.65 1.15 0.169481422 0.100494437 0.015996362 0.039943783 0.0872386606 0.109725036 0.0701401513 0.0022113522 0.0012419694 0.0017806388 0.0002744373 2.37E-05 0.0001028759
1.65 1.2 0.16186408 0.103209201 0.0162979046 0.040112979 0.0797058041 0.10984581 0.094998198 0.003920076 0.0007630053 0.0029813252 0.0004221525 0.0001483724 7.58E-05
1.65 1.25 0.151262456 0.106105519 0.0181477217 0.0398636536 0.0689649547 0.109021321 0.123383749 0.0067529279 0.0008794352 0.0031500017 0.0004602537 0.0002799454 3.22E-05
1.65 1.3 0.136717229 0.109973799 0.0212198835 0.038232742 0.0561131925 0.106761906 0.152222679 0.0126139325 0.0018539527 0.001942998 0.0005942063 0.0002816637 7.08E-05
1.65 1.35 0.118983845 0.114868228 0.0245739369 0.0348609156 0.0431391785 0.102024724 0.17597757 0.0258367717 0.003067817 0.0004145956 0.0010952389 0.0001806371 0.0001441168
1.65 1.4 0.100269795 0.119572849 0.027140626 0.030282402 0.0321094299 0.0935047714 0.188644591 0.0519920801 0.003352196 0.0003916229 0.001778921 0.0001491684 0.0001332866
1.65 1.45 0.0831149254 0.12190645 0.0284842095 0.0257697264 0.0242779495 0.0803996666 0.186579248 0.0945925706 0.0020195732 0.0028659836 0.0019966608 0.0002891093 7.95E-05
1.65 1.5 0.0690182843 0.119726585 0.0292269718 0.0226762344 0.0196298255 0.0632647005 0.170396681 0.151128823 0.0001697614 0.0068536714 0.0014390366 0.0004995384 0.000136518
1.65 1.55 0.0576075984 0.112085946 0.0307096209 0.0215683563 0.0170871818 0.0443768567 0.144640194 0.211149029 0.0016961227 0.0099329852 0.0009043012 0.0006182577 0.000304594
1.65 1.6 0.0471533127 0.0999678546 0.0340574476 0.0218055413 0.0153432369 0.0272451074 0.115462025 0.258720554 0.0131499171 0.0100850388 0.0018559627 0.0006504481 0.0003943938
1.65 1.65 0.0361710423 0.0859393223 0.039241431 0.0219560393 0.0137808086 0.0152593422 0.0878548353 0.27890482 0.0415040626 0.0071978622 0.0048318756 0.0007917663 0.0002927206
1.65 1.7 0.0248468072 0.0727796521 0.0448228676 0.0208044993 0.0128063384 0.0101070939 0.0641305669 0.264893174 0.0898862299 0.0031907361 0.0084173178 0.0012222638 0.000130368
1.65 1.75 0.0150725023 0.0619122288 0.048713326 0.0182931433 0.0133516638 0.0109194397 0.0443835131 0.221442256 0.153293729 0.0012716008 0.0101771701 0.001898725 9.90E-05
1.65 1.8 0.0088810927 0.052743549 0.0495532995 0.0156729271 0.0158842615 0.0147490711 0.028134264 0.162463805 0.217557972 0.0053778279 0.008814373 0.0025575101 0.0001861521
1.65 1.85 0.0065576422 0.0435091833 0.0477393623 0.0146413717 0.0196796948 0.018180325 0.015647347 0.104270406 0.26368159 0.0198008076 0.0054184496 0.0029050795 0.0002160267
1.65 1.9 0.0063036114 0.033121605 0.0451780322 0.0160382512 0.0230195194 0.0190961693 0.007876955 0.0586593157 0.276131856 0.0479710128 0.0026584239 0.0028173179 0.0001396674
1.65 1.95 0.0059950645 0.0224763099 0.0438099832 0.0191649504 0.0242690949 0.0174785856 0.0053267772 0.0295800415 0.250501112 0.0900015212 0.0028497715 0.0024612887 0.0001312755
1.65 2 0.0053275121 0.0139519501 0.0440668607 0.0223139335 0.0229791835 0.0148436528 0.0070387887 0.0143618908 0.195775748 0.140196247 0.0067979397 0.0023149965 0.0002890533
1.65 2.05 0.0061183028 0.0095000711 0.0445106281 0.024071263 0.0201618358 0.0128739042 0.0106081506 0.0075226606 0.129747073 0.186827441 0.0144232868 0.0029104818 0.0003933673
1.65 2.1 0.0103015862 0.0090176546 0.0430279603 0.0244367662 0.0176049793 0.0122681221 0.0132781283 0.00434028 0.0705079398 0.215859472 0.0261246193 0.0042799888 0.0002312342
1.65 2.15 0.0174967903 0.0104627337 0.0386736766 0.0248697131 0.0167101366 0.0125138402 0.0133499307 0.00246872 0.0291679437 0.217393804 0.0429302526 0.0056962769 0.0001632242
1.65 2.2 0.0248655459 0.0117389367 0.0326468279 0.0270969244 0.0176131384 0.0125305779 0.0108814804 0.0014933796 0.0074801914 0.190887955 0.0648574103 0.0063189382 0.0009589346
1.65 2.25 0.0299149377 0.0126679331 0.0274641721 0.0315353457 0.0191663044 0.0115534686 0.0072457711 0.0015549522 0.0004000447 0.14545287 0.0889915777 0.0063000369 0.0027153294
1.65 2.3 0.0335207419 0.0150362938 0.0249407195 0.0366550632 0.0197821959 0.009606308 0.0040064529 0.0023420518 0.0007046856 0.0950077349 0.109479993 0.0071214751 0.0042053394
1.65 2.35 0.0395487637 0.0204242713 0.024746793 0.0399691688 0.0185581586 0.0073630113 0.002011396 0.00305971 0.002658408 0.0517564374 0.119991553 0.0106251528 0.0039047868
1.65 2.4 0.051019298 0.0279447873 0.024804853 0.0398335992 0.0158611532 0.0056658118 0.00124773 0.003045585 0.0034260065 0.0220680073 0.116967864 0.0176084041 0.0018475178
1.65 2.45 0.0667506509 0.0343419032 0.0230363708 0.0364776179 0.0129916673 0.0050948222 0.0012670476 0.0022775191 0.0026838273 0.0063356662 0.101450789 0.027165353 0.0001399862
1.65 2.5 0.0818983975 0.0365496413 0.0189768483 0.0316279829 0.0112559405 0.0057315674 0.0016223205 0.0013077702 0.0014337406 0.0013469339 0.0785520791 0.0370243459 0.0012715015
1.65 2.55 0.0920640816 0.0343552647 0.0140421375 0.027195377 0.01107647 0.0071087957 0.0020123339 0.0007242066 0.0007370847 0.0028242999 0.0548039873 0.0444502881 0.0058016481
1.65 2.6 0.097254102 0.0305473952 0.0102301445 0.0240262319 0.0117579863 0.0083838748 0.0022106219 0.000666872 0.0008976092 0.0067752381 0.0349523556 0.0472569979 0.0117894452
1.65 2.65 0.102042678 0.0282791238 0.0084025376 0.0216430301 0.0120809396 0.0087330651 0.0020388563 0.0008326359 0.0014142045 0.0099018524 0.0204821728 0.0445970318 0.0164917076
1.65 2.7 0.111839635 0.0281680621 0.0076913729 0.0190011591 0.0112392753 0.0078339168 0.0014954525 0.000859535 0.0015781707 0.0101115744 0.0106630119 0.0372748589 0.0185224588
1.65 2.75 0.128518661 0.0280168038 0.0065535768 0.0154818169 0.0093661998 0.0061105719 0.0008577051 0.0006473781 0.0011504778 0.0072798517 0.0046298413 0.0274487103 0.0184519319
1.65 2.8 0.148636199 0.0252526989 0.0043745712 0.0113259947 0.0072870578 0.0044586678 0.0005378816 0.000351247 0.0005260508 0.0032663659 0.0023177949 0.0178504254 0.0177583173
1.7 0.8 0.243214035 0.095129322 0.0268468324 0.0794955402 0.0958671056 0.0302509038 0.0106439333 0.0011591224 0.00146184 9.61E-06 0.0001718968 2.60E-06 1.16E-05
1.7 0.85 0.238415625 0.087466259 0.0244044361 0.0731129935 0.0953247753 0.0489738523 0.0071090871 0.0016651513 0.0011545843 5.94E-06 0.0001681423 7.52E-07 1.21E-05
1.7 0.9 0.232160568 0.0833103163 0.0230479597 0.0651629566 0.0934701442 0.0687521506 0.0046571937 0.0022799977 0.0005873681 8.90E-05 9.53E-05 8.56E-08 6.33E-06
1.7 0.95 0.223147859 0.0831378419 0.0222805811 0.0571312789 0.0920582193 0.0864706351 0.0053954234 0.002536547 0.0002371144 0.0002076372 6.60E-05 1.14E-05 6.99E-06
1.7 1 0.21146243 0.0866316277 0.0216198211 0.0501357845 0.0920879737 0.100510909 0.0101970165 0.0021934069 0.000477709 0.0001896723 0.000104992 6.44E-05 1.99E-05
1.7 1.05 0.198519305 0.0926985787 0.0206809222 0.0448257282 0.0935397105 0.11081464 0.0187361123 0.0016101793 0.0011646636 2.81E-05 0.0001231527 0.0001283944 1.60E-05
1.7 1.1 0.186115144 0.099671142 0.0193259968 0.0414781139 0.095380285 0.118063364 0.0306055116 0.0015055158 0.001655293 0.0001155796 8.22E-05 0.0001140515 9.74E-10
1.7 1.15 0.175134955 0.105806505 0.0178332313 0.0400478731 0.0958356995 0.122768345 0.04650103 0.002242252 0.0014042308 0.0009808196 9.47E-05 3.37E-05 3.82E-05
1.7 1.2 0.164907687 0.109942942 0.0169136027 0.0401173763 0.0929482469 0.124985138 0.0682356301 0.003402858 0.0006017789 0.0026146441 0.0002659538 4.72E-05 0.0001247105
1.7 1.25 0.153578861 0.112003017 0.017435867 0.0408294317 0.085386229 0.124597936 0.0972120187 0.0043073049 0.0001594715 0.0041042416 0.0005029916 0.0002349971 0.0001446798
1.7 1.3 0.139194824 0.112999307 0.0198974886 0.04098154 0.0732196132 0.121635386 0.132252423 0.0053973178 0.0009439941 0.00419896 0.0006614111 0.0004359247 6.92E-05
1.7 1.35 0.121039468 0.11432588 0.0239522737 0.0394716113 0.0581891313 0.116204587 0.168309028 0.0096390953 0.002887305 0.0025531695 0.0008552514 0.0004381944 2.67E-05
1.7 1.4 0.100358189 0.116598587 0.0284141286 0.0359005627 0.0431375913 0.108129725 0.197308044 0.022707113 0.0047707021 0.000486786 0.0013590227 0.000258427 8.48E-05
1.7 1.45 0.0798395605 0.118832897 0.0318600857 0.0308966374 0.0308198219 0.0967849406 0.211212518 0.0510255701 0.004984384 0.0002595725 0.0020949603 0.0001222618 0.0001353271
1.7 1.5 0.0621818174 0.118683382 0.0335604669 0.025895252 0.0227185628 0.0815990698 0.205782534 0.0979133186 0.0029312764 0.0032033046 0.0024474719 0.0001986717 0.0001011559
1.7 1.55 0.0486339131 0.113770044 0.0340745075 0.0223782431 0.0185562835 0.0630321941 0.182701663 0.159715963 0.0003564146 0.0082825458 0.0019443204 0.0004200385 8.26E-05
1.7 1.6 0.0384855954 0.103220782 0.0349338699 0.0209926686 0.0167815135 0.0432006935 0.148725511 0.224563412 0.0018438785 0.0125207957 0.0011768606 0.0005769844 0.0001776788
1.7 1.65 0.0298418622 0.0883658887 0.0375180303 0.0211163735 0.0156514845 0.0254780341 0.112381604 0.275481371 0.0139858493 0.0131468736 0.0016800153 0.0005754128 0.0002913867
1.7 1.7 0.0212094224 0.0721302662 0.0419332347 0.0212466011 0.0142413204 0.0131361167 0.0803249587 0.297039371 0.0430440512 0.0097350334 0.0044701391 0.0005610914 0.0002681616
1.7 1.75 0.0127662218 0.0575451365 0.0467337546 0.0200465339 0.0128381766 0.00781665 0.0554144481 0.282267648 0.0914196232 0.0046764689 0.0086156794 0.0007524751 0.0001313189
1.7 1.8 0.0061906854 0.0461673931 0.0497081612 0.0173344979 0.0124699648 0.0086887613 0.0371520323 0.235971885 0.154282592 0.0019803882 0.0115301034 0.0012025603 5.08E-05
1.7 1.85 0.0030821814 0.037447802 0.0492859999 0.0142739198 0.0138851507 0.0128293094 0.0236501163 0.172433533 0.218736215 0.0057936495 0.0110726483 0.0017713386 9.86E-05
1.7 1.9 0.003356061 0.0295985739 0.0456614621 0.0126303892 0.0167659913 0.0167066114 0.01361384 0.108905045 0.267239759 0.0196414108 0.0075183034 0.0022593235 0.0001610892
1.7 1.95 0.0051144226 0.021321474 0.0407643027 0.0135445326 0.0197236283 0.0179251582 0.0070549454 0.0586121697 0.284584402 0.0458807075 0.0034979254 0.0025268301 0.0001197116
1.7 2 0.0063230178 0.0130977629 0.0369422077 0.0166461107 0.0211140201 0.0161992373 0.0045079582 0.0268102305 0.264991553 0.0843935007 0.0021484683 0.002536821 2.66E-05
1.7 2.05 0.0068068873 0.0068962974 0.035244074 0.0202398456 0.020123908 0.0130093609 0.005722964 0.0112682934 0.214982172 0.13076464 0.0052574991 0.0023933256 2.51E-05
1.7 2.1 0.0084935895 0.0044473027 0.0346697528 0.0225191537 0.0173309071 0.0102941914 0.0090719285 0.0058291025 0.150141502 0.175730416 0.0128870953 0.0023782987 0.0001175699
1.7 2.15 0.0134039113 0.0056071634 0.0330857766 0.0229082638 0.0143237001 0.0091723834 0.0121795014 0.0044537818 0.0878933684 0.207484784 0.0243979848 0.00281918 0.0001464815
1.7 2.2 0.0212391044 0.0083678407 0.0290698717 0.0224669637 0.0126886043 0.0094929194 0.0131795009 0.0036110749 0.0406759454 0.216385389 0.0395619339 0.0037628116 0.0001364673
1.7 2.25 0.0290377429 0.0105583939 0.0231930911 0.0230612138 0.0130698763 0.0102624947 0.0116040309 0.0024597767 0.0128010317 0.199562734 0.0583973137 0.0048489332 0.0005031584
1.7 2.3 0.0337067838 0.0117445205 0.0176724671 0.0258502415 0.0148345945 0.0104419234 0.0083462862 0.0015855612 0.0015180856 0.162386743 0.0797059223 0.0057534024 0.0015688809
1.7 2.35 0.0353823786 0.0135457033 0.014625509 0.0301709258 0.0164856632 0.0095499053 0.0048722439 0.0015306996 0.0004562809 0.11575146 0.0998640346 0.0068428105 0.0028302121
1.7 2.4 0.0380440757 0.0178700668 0.0143741229 0.0337834357 0.0166107491 0.0078232251 0.0023133078 0.0020759728 0.003101297 0.0710837206 0.113519407 0.0092309752 0.0031425122
1.7 2.45 0.0461200217 0.0245870365 0.0152387844 0.034414647 0.0148134683 0.0059987697 0.0010442805 0.0025140515 0.0050385371 0.0362108402 0.116174556 0.0140361455 0.001999865
1.7 2.5 0.0600545646 0.030956549 0.0149926748 0.0314249377 0.011984615 0.0048989485 0.000852365 0.0023739042 0.0046918177 0.0140240948 0.106882482 0.0214556796 0.000481658
1.7 2.55 0.0753327203 0.0336092906 0.0126540658 0.0261848768 0.0096628568 0.005027236 0.0013313613 0.0017925852 0.0027594512 0.0036635664 0.0888591341 0.0303399631 0.0005752867
1.7 2.6 0.0861361043 0.0313934057 0.0090878554 0.0209011549 0.0089274482 0.0063049517 0.0020883582 0.001235635 0.0008607413 0.0023126892 0.067464322 0.0385179828 0.0034111884
1.7 2.65 0.0902799315 0.0264153838 0.0060721579 0.0170765205 0.0096926394 0.0080440512 0.0027304976 0.0009880238 0.0001569549 0.0062098409 0.0472867094 0.0436321439 0.0081849501
1.7 2.7 0.0911983932 0.0222432237 0.0047422123 0.0148139131 0.0108730289 0.0092215509 0.0028851976 0.0009595572 0.0006473795 0.0111384934 0.0305106783 0.0440881688 0.0128125706
1.7 2.75 0.095302338 0.0208238076 0.0047104777 0.0132085955 0.0112114814 0.0090331698 0.0023977331 0.0009002579 0.0014382027 0.0134251527 0.0174312216 0.0397403849 0.0156306583
1.7 2.8 0.106788972 0.020963779 0.0046078231 0.0113037971 0.0101520029 0.007435851 0.0015153246 0.0006984098 0.0016453045 0.0114911218 0.0080520261 0.0319565451 0.0164744664
1.75 0.8 0.240626049 0.101342912 0.026884793 0.0758436403 0.10029698 0.0211917371 0.0107415934 0.0013702443 0.0011302407 1.10E-05 0.0001355996 1.46E-05 1.91E-05
1.75 0.85 0.242069431 0.0925922808 0.0235555941 0.0724676618 0.0986227394 0.0380251136 0.0077221628 0.0016016794 0.0009990726 7.58E-06 0.0001922243 9.97E-06 2.62E-05
1.75 0.9 0.242697441 0.0867411269 0.0221267331 0.0676221457 0.0946445131 0.0576018797 0.0048152865 0.0018547602 0.0005530777 3.07E-05 0.0001349422 1.27E-05 3.40E-05
1.75 0.95 0.239391027 0.0847653495 0.022061346 0.0620658518 0.0909493023 0.0769726388 0.0038602993 0.0019176416 0.0001433363 0.0001315596 5.81E-05 1.15E-05 1.82E-05
1.75 1 0.230329406 0.0870452182 0.0226603029 0.056315518 0.0893860221 0.0943942078 0.0058089109 0.0016119382 0.0002203405 0.0002387286 0.0001035587 1.12E-05 2.85E-07
1.75 1.05 0.215866074 0.0931837418 0.0231419287 0.050734152 0.0906520054 0.109534561 0.0104953904 0.0011562054 0.0009149836 0.0001970734 0.000239393 5.43E-05 2.11E-05
1.75 1.1 0.198406058 0.101828958 0.0228466492 0.0457962133 0.09418564 0.122649345 0.017533227 0.0011770998 0.0017679793 7.22E-05 0.000289351 0.0001315246 4.33E-05
1.75 1.15 0.181011049 0.110785169 0.0215552956 0.0421445616 0.0982508064 0.133530321 0.02765967 0.0021430127 0.0020088933 0.0003431321 0.0001886537 0.0001407114 1.94E-05
1.75 1.2 0.165536754 0.117652217 0.0197412174 0.0402890967 0.100308653 0.141124918 0.043329437 0.0036983861 0.0013002314 0.0015449852 9.72E-05 5.80E-05 1.41E-05
1.75 1.25 0.151565296 0.120834329 0.0184949256 0.0401415986 0.0978054844 0.144109991 0.067745166 0.0047023787 0.0002647484 0.0035399016 0.0002024537 4.90E-05 9.40E-05
1.75 1.3 0.136993252 0.120330436 0.0190293271 0.0408290582 0.0892495451 0.141835878 0.102499268 0.0043174834 0.0001564662 0.005221969 0.0004844772 0.0002469318 0.0001737683
1.75 1.35 0.119764049 0.117684184 0.021977457 0.0409805918 0.0750792592 0.134804356 0.145099582 0.0036667313 0.0018083037 0.0052280787 0.0007709689 0.0005089025 0.0001376963
1.75 1.4 0.0994145373 0.114971699 0.0268757709 0.0393427052 0.057747452 0.124299408 0.188131367 0.0069559863 0.0047117901 0.0032524807 0.0010350285 0.0005613714 3.97E-05
1.75 1.45 0.0775823167 0.113389616 0.0322218265 0.035461385 0.040874868 0.111462552 0.221148392 0.0209339743 0.0070665098 0.0007921193 0.0014774266 0.0003488398 2.42E-05
1.75 1.5 0.0572296089 0.112274613 0.0362353197 0.0300513351 0.0277521472 0.0966190507 0.234800095 0.0521789571 0.0069570174 0.0003812044 0.0021320023 0.0001112848 9.68E-05
1.75 1.55 0.0409605615 0.10930592 0.0379497999 0.024691423 0.0199233992 0.0795219848 0.224979639 0.103063067 0.0040558752 0.0036011489 0.0025300953 0.0001012787 0.0001292442
1.75 1.6 0.0295597805 0.101968065 0.0378728274 0.0209365829 0.0167225912 0.0603575155 0.194655559 0.168540902 0.0008484212 0.0094584031 0.0021536269 0.0003037899 8.64E-05
1.75 1.65 0.0218398169 0.0893421953 0.0376898193 0.0194388401 0.0160281409 0.0406561885 0.152549453 0.235825972 0.0025891091 0.0146736196 0.0013488334 0.0004852298 8.05E-05
1.75 1.7 0.015751829 0.072924908 0.0390766256 0.0195733172 0.0156390425 0.0232549596 0.109244188 0.287899831 0.0158146137 0.0159004024 0.0015062665 0.0004768722 0.0001561972
1.75 1.75 0.0099502313 0.0558868433 0.0423809532 0.019830632 0.0144241231 0.0111358297 0.0728687576 0.309840508 0.0458122278 0.0122691606 0.0038973973 0.0003520221 0.0001987184
1.75 1.8 0.0047039565 0.0413163391 0.0462005582 0.0188057099 0.0126441788 0.0058672102 0.046747429 0.295007466 0.093795578 0.0063110245 0.0081153431 0.0003345705 0.0001290968
1.75 1.85 0.0014498929 0.0306684083 0.0482063708 0.0161593774 0.0114202055 0.0066991112 0.029824546 0.247915325 0.154733806 0.0027175423 0.0118454233 0.0005683786 3.61E-05
1.75 1.9 0.0013000104 0.0233188481 0.0466518706 0.0129164491 0.0117558854 0.0108674364 0.0189804585 0.182270399 0.217068138 0.0061758893 0.01250988 0.0010069787 3.81E-05
1.75 1.95 0.0037435345 0.0174398303 0.0415748187 0.0108446032 0.0137049913 0.0149378592 0.0115220705 0.115219046 0.265440305 0.0198528597 0.0094491373 0.0015107571 0.0001132857
1.75 2 0.0067968756 0.0116338385 0.0348789663 0.0112763245 0.0162137951 0.0164371172 0.0064268757 0.0607790098 0.286178601 0.0449358816 0.0047265253 0.0019617824 0.0001429653
1.75 2.05 0.0086381815 0.0061180857 0.0291429763 0.0141541557 0.0177501434 0.0148544221 0.0039796951 0.025619672 0.273051336 0.0803984346 0.0018588132 0.002249447 8.53E-05
1.75 2.1 0.0093444802 0.0024546447 0.0258838923 0.0179659618 0.0172662422 0.0114634135 0.0044723175 0.0086554003 0.230030663 0.122357994 0.0036258074 0.0022725548 3.15E-05
1.75 2.15 0.0110294701 0.0020418174 0.024576396 0.0207052285 0.0148673143 0.0082216088 0.0071604268 0.0038191328 0.169522446 0.163704474 0.010768546 0.0020684857 6.33E-05
1.75 2.2 0.0158713681 0.0046304652 0.0232373711 0.0212731349 0.0117759914 0.0065441746 0.0102984081 0.004120726 0.107042148 0.195300206 0.0223250606 0.001916954 0.000130461
1.75 2.25 0.0236756875 0.0082600564 0.0201382186 0.0202503359 0.0095931119 0.0066769298 0.0120749579 0.0047392017 0.0553798649 0.208976862 0.0369214685 0.0022157657 0.0001750071
1.75 2.3 0.0314411858 0.0108133252 0.0152646728 0.0194212403 0.0093479241 0.0078685792 0.0115963119 0.0039865301 0.0211383596 0.200912579 0.0536691838 0.0031628585 0.0003542071
1.75 2.35 0.0357171072 0.011810326 0.0103400236 0.0203960892 0.0109134153 0.0090045745 0.0092053765 0.0024392004 0.0043991866 0.173384352 0.0717954076 0.0046167251 0.000935047
1.75 2.4 0.0359061933 0.0127878557 0.0074232434 0.0233176105 0.0130920522 0.0092322126 0.0060169869 0.0012932415 0.0005771102 0.133709641 0.0894975882 0.0063870072 0.0018197514
1.75 2.45 0.0355138585 0.0158273512 0.0072468169 0.0265988177 0.0143285572 0.0083158536 0.003160473 0.0010991474 0.0031820667 0.091109024 0.103396409 0.0086757293 0.0023505071
1.75 2.5 0.03973778 0.0213994984 0.0086311055 0.0279329157 0.0136564189 0.0066702553 0.0012956856 0.001514438 0.0064884474 0.0534247122 0.109653217 0.0121477661 0.0019283111
1.75 2.55 0.0509026232 0.0273975683 0.0094755016 0.0259514148 0.0113333211 0.0051264328 0.0005830995 0.001885473 0.0073118103 0.0253963777 0.106220773 0.0174300848 0.0009025252
1.75 2.6 0.0658343896 0.0304582413 0.0084715262 0.0212197377 0.0086826566 0.0045213935 0.0008825785 0.0018920798 0.005395017 0.008729252 0.0942472206 0.0244019079 0.0005987082
1.75 2.65 0.0779946146 0.0286607356 0.006034909 0.0157328036 0.0071814809 0.0052459576 0.0018587002 0.0016568373 0.0024303955 0.0027850519 0.0772749075 0.0318596399 0.0022126838
1.75 2.7 0.0828102717 0.0232286931 0.0037143711 0.0114248229 0.0074533909 0.0069610131 0.0029771774 0.0014124844 0.0003812093 0.0049101664 0.0590176557 0.0378709867 0.0056513383
1.75 2.75 0.0815857067 0.0176071102 0.0027389167 0.0089993234 0.008903648 0.0086971534 0.003626207 0.001223022 0.0001082838 0.0107302536 0.0417564332 0.0406211432 0.0095606015
1.75 2.8 0.0805871295 0.0146451787 0.0030452208 0.0079083795 0.0102152494 0.0093625996 0.0034201511 0.0010054155 0.0010403936 0.0153560742 0.0264499578 0.0392313452 0.0124836907
1.8 0.8 0.237501575 0.108320676 0.0299280648 0.0698736152 0.103802626 0.0134752804 0.0100496671 0.0015874536 0.0008664275 2.61E-05 7.47E-05 1.20E-05 4.72E-06
1.8 0.85 0.242284241 0.100792636 0.0252886979 0.0692263722 0.10279122 0.0272304775 0.0076786094 0.0017911357 0.0008545016 4.10E-05 0.000181187 9.75E-06 6.06E-06
1.8 0.9 0.247801018 0.0949797405 0.022993105 0.0680557151 0.0983530745 0.0447429594 0.0049642562 0.0018034239 0.0005248233 4.39E-05 0.0002089238 9.20E-06 2.58E-05
1.8 0.95 0.249919903 0.091915819 0.0226862664 0.066322713 0.0934016311 0.0635455901 0.0034102177 0.0015943496 0.0001129972 7.27E-05 0.0001015338 2.74E-05 5.84E-05
1.8 1 0.245171584 0.0923705562 0.0237590252 0.0636981909 0.0901545544 0.0821966471 0.0038938437 0.0011454746 4.05E-05 0.0001761976 3.08E-05 4.33E-05 4.97E-05
1.8 1.05 0.232146877 0.0966994968 0.0253556453 0.0597757 0.0897608703 0.100611524 0.0062558563 0.0006476677 0.000604247 0.0002919153 0.0001715155 3.23E-05 7.32E-06
1.8 1.1 0.21217702 0.104507126 0.0264645588 0.0545236715 0.0923464767 0.119174585 0.0098838705 0.0006174174 0.0016430708 0.0002938392 0.0004197435 3.67E-05 1.23E-05
1.8 1.15 0.188826695 0.114294413 0.0262413853 0.0486475848 0.0970322646 0.137403556 0.0150553276 0.0016220168 0.0024962724 0.0002837301 0.0005043509 9.37E-05 6.38E-05
1.8 1.2 0.166183523 0.12350009 0.0244895756 0.0434703734 0.101863228 0.153261048 0.0240753922 0.0036384154 0.0024524493 0.0007574328 0.0003352051 0.0001317396 7.11E-05
1.8 1.25 0.146665644 0.129267794 0.0219641839 0.040224018 0.104032184 0.163716689 0.0410725565 0.0056135412 0.0014669555 0.002215943 0.0001197369 8.03E-05 3.13E-05
1.8 1.3 0.129892368 0.129744383 0.0201699301 0.0392303626 0.10073468 0.166213968 0.0700291303 0.0059488586 0.0004983017 0.0044317157 0.0001267294 3.83E-05 4.81E-05
1.8 1.35 0.113498719 0.125105454 0.0206369746 0.0395899592 0.0904690589 0.160083459 0.11180978 0.0040289899 0.0009550316 0.0061960847 0.0004028535 0.0001765379 0.0001413913
1.8 1.4 0.0952286264 0.117535896 0.0240332972 0.0396315101 0.0740881084 0.146930149 0.161949846 0.0019603105 0.0035018363 0.0061121332 0.0007706892 0.0004598041 0.0001852125
1.8 1.45 0.0747568723 0.109940221 0.0296465205 0.0378498999 0.0547665564 0.129715985 0.210770651 0.0051576544 0.0071730928 0.0039417036 0.0010922396 0.0006093133 0.0001060171
1.8 1.5 0.0539942116 0.104129305 0.0356094547 0.0337435355 0.0367447294 0.111188919 0.24617249 0.020945053 0.0096954695 0.0012833403 0.0014409235 0.0004423808 1.73E-05
1.8 1.55 0.0358591593 0.0996981503 0.0398329422 0.0280813094 0.0235177844 0.0927122212 0.258176085 0.0554093899 0.0090426135 0.0007576453 0.0019012385 0.000138879 4.86E-05
1.8 1.6 0.0225301627 0.0943570143 0.0411808415 0.0225084475 0.0164549265 0.0742506938 0.243202417 0.109672592 0.0052892376 0.0040641753 0.0022298886 2.70E-05 0.0001396408
1.8 1.65 0.0142632558 0.0855060922 0.0401790053 0.0186598283 0.0144894571 0.055458778 0.205704837 0.177384414 0.001611893 0.010322921 0.0019958275 0.0001839192 0.0001499071
1.8 1.7 0.0094853825 0.0721175151 0.038681072 0.0172139882 0.0150054648 0.0369553983 0.156144127 0.245229962 0.0037744904 0.016200831 0.0013216597 0.0003834248 8.86E-05
1.8 1.75 0.0061150273 0.0556534094 0.0386007417 0.0175173407 0.0154062632 0.020736506 0.10655184 0.296820623 0.0181727202 0.0180405285 0.0013051604 0.0003948313 7.20E-05
1.8 1.8 0.003063441 0.0392968823 0.0405332894 0.0180367087 0.0143929786 0.0093197436 0.0661079988 0.31841384 0.0491707264 0.0145341431 0.0032411628 0.0002283477 0.0001157913
1.8 1.85 0.0007635294 0.0260712763 0.0432178498 0.0173131783 0.0122640231 0.0042317367 0.03862796 0.304016058 0.0967340187 0.008010767 0.0071774186 8.70E-05 0.0001217884
1.8 1.9 0.0004362291 0.0172153774 0.0442734931 0.0148723502 0.0102805571 0.0049246611 0.0227548957 0.257641649 0.155277108 0.0035127302 0.0113062697 0.0001541503 5.58E-05
1.8 1.95 0.0027007307 0.0118869312 0.0418095932 0.0115903843 0.0096502625 0.0089080896 0.0143500774 0.19179794 0.214297047 0.0063698179 0.0130120298 0.0004586437 1.25E-05
1.8 2 0.0066378749 0.0082143335 0.0357579063 0.0091954247 0.0107193398 0.0129846084 0.0094246411 0.12281011 0.260856362 0.0198773051 0.0108920964 0.0009092283 6.45E-05
